date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:22:39	6244/6244	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
16:22:40	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
16:22:40	4572/4572	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-vietnamese.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
16:22:40	12168/12168	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
16:22:40	12976/12976	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
16:22:40	990/990	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/My%20Web%20Sites3/Copy/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
16:22:42	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites3/Copy/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
16:22:43	600979/600979	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2014:22:42%20GMT	https://www.classcentral.com/rankings	C:/My%20Web%20Sites3/Copy/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
16:22:44	593699/593699	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2014:22:43%20GMT	https://www.classcentral.com/collections	C:/My%20Web%20Sites3/Copy/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
16:22:45	576224/576224	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2014:22:44%20GMT	https://www.classcentral.com/subjects	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
16:22:46	899427/899427	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2014:22:45%20GMT	https://www.classcentral.com/subject/cs	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
16:22:46	7688/7688	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:46%20GMT	https://www.classcentral.com/subject/maths	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/maths	(from https://www.classcentral.com/)
16:22:46	7891/7891	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:46%20GMT	https://www.classcentral.com/subject/business	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/business.2a.delayed	(from https://www.classcentral.com/)
16:22:47	7924/7924	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:46%20GMT	https://www.classcentral.com/subject/humanities	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/humanities.2b.delayed	(from https://www.classcentral.com/)
16:22:47	848202/848202	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2014:22:46%20GMT	https://www.classcentral.com/subject/health	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
16:22:47	7906/7906	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:47%20GMT	https://www.classcentral.com/subject/engineering	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/engineering.2c.delayed	(from https://www.classcentral.com/)
16:22:47	7698/7698	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:47%20GMT	https://www.classcentral.com/subject/science	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/science	(from https://www.classcentral.com/)
16:22:47	7899/7899	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:47%20GMT	https://www.classcentral.com/subject/education	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/education.2e.delayed	(from https://www.classcentral.com/)
16:22:48	7947/7947	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:47%20GMT	https://www.classcentral.com/subject/social-sciences	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/social-sciences.2f.delayed	(from https://www.classcentral.com/)
16:22:48	7940/7940	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:48%20GMT	https://www.classcentral.com/subject/art-and-design	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/art-and-design.30.delayed	(from https://www.classcentral.com/)
16:22:48	7934/7934	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:48%20GMT	https://www.classcentral.com/subject/data-science	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/data-science.31.delayed	(from https://www.classcentral.com/)
16:22:49	8102/8102	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:48%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/programming-and-software-development.32.delayed	(from https://www.classcentral.com/)
16:22:49	7987/7987	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:49%20GMT	https://www.classcentral.com/subject/personal-development	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/personal-development.33.delayed	(from https://www.classcentral.com/)
16:22:49	7890/7890	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2001%20Mar%202023%2014:22:49%20GMT	https://www.classcentral.com/subject/infosec	C:/My%20Web%20Sites3/Copy/www.classcentral.com/subject/infosec.34.delayed	(from https://www.classcentral.com/)
16:22:51	170834/170834	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:45:15%20GMT	https://www.classcentral.com/report/	C:/My%20Web%20Sites3/Copy/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
16:22:52	3029355/3029355	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2014:22:50%20GMT	https://www.classcentral.com/universities	C:/My%20Web%20Sites3/Copy/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
16:22:52	4282/4282	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2009:45:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
16:22:52	33057/33057	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2005:55:41%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
16:22:52	4168/4168	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2010:06:16%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
16:22:52	838923/838923	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2014:22:51%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/My%20Web%20Sites3/Copy/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
16:22:52	35437/35437	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2013:23:56%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
16:22:53	198688/198688	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2010:04:39%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/My%20Web%20Sites3/Copy/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
16:22:56	145468/145468	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2010:04:54%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/My%20Web%20Sites3/Copy/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
16:22:56	176885/176885	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2010:05:00%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/My%20Web%20Sites3/Copy/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
16:22:56	153592/153592	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2010:04:57%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/My%20Web%20Sites3/Copy/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
16:22:56	817449/817449	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2014:22:53%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/My%20Web%20Sites3/Copy/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
16:22:56	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Feb%202023%2018:30:24%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
16:22:56	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Mar%202023%2012:09:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
16:22:56	178749/178749	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2010:05:03%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/My%20Web%20Sites3/Copy/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
16:22:57	5751/5751	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2023:44:56%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
16:22:57	96645/96645	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2022:26:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
16:22:57	6083/6083	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202022%2015:46:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
16:22:57	93874/93874	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2012:09:27%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
16:22:57	6773/6773	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2009:30:26%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
16:22:58	29596/29596	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2012:09:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
16:22:58	512885/512885	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2008:53:42%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/My%20Web%20Sites3/Copy/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
16:22:59	412870/412870	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2008:49:50%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites3/Copy/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
16:22:59	188155/188155	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2008:51:54%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/My%20Web%20Sites3/Copy/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
