date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:22:32	665151/665151	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2014:22:31%20GMT	https://www.classcentral.com/	C:/My%20Web%20Sites3/Copy/www.classcentral.com/index.html	(from )
16:22:32	9463/9463	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Mar%202022%2016:44:05%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fmeta%2Fmeta-default.png?auto=format&ixlib=php-3.3.1&s=abde49e12c23a50309f7d91754b25193	C:/My%20Web%20Sites3/Copy/ccweb.imgix.net/https_/www.classcentral.com/images/meta/meta-default6dba.png	(from https://www.classcentral.com/)
16:22:32	2206/2206	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/apple-touch-icon.png	C:/My%20Web%20Sites3/Copy/www.classcentral.com/apple-touch-icon.png	(from https://www.classcentral.com/)
16:22:33	975/975	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/favicon-32x32.png	C:/My%20Web%20Sites3/Copy/www.classcentral.com/favicon-32x32.png	(from https://www.classcentral.com/)
16:22:33	731/731	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/favicon-16x16.png	C:/My%20Web%20Sites3/Copy/www.classcentral.com/favicon-16x16.png	(from https://www.classcentral.com/)
16:22:33	673/673	---M--	200	added ('OK')	application/octet-stream	etag:%2263fdf678-2a1%22	https://www.classcentral.com/site.webmanifest	C:/My%20Web%20Sites3/Copy/www.classcentral.com/site.webmanifest	(from https://www.classcentral.com/)
16:22:34	1960/1960	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263fdf41d-7a8%22	https://www.classcentral.com/safari-pinned-tab.svg	C:/My%20Web%20Sites3/Copy/www.classcentral.com/safari-pinned-tab.svg	(from https://www.classcentral.com/)
16:22:35	913/913	---MCZ	200	added ('OK')	text/xml	etag:W/%2263fdf41d-391%22	https://www.classcentral.com/opensearch.xml	C:/My%20Web%20Sites3/Copy/www.classcentral.com/opensearch.xml	(from https://www.classcentral.com/)
16:22:35	892/892	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-cyrillic-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:22:35	892/892	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek-ext.woff2	(from https://www.classcentral.com/)
16:22:35	988/988	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek.woff2	(from https://www.classcentral.com/)
16:22:35	4464/4464	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-vietnamese.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-vietnamese.woff2	(from https://www.classcentral.com/)
16:22:35	10164/10164	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin-ext.woff2	(from https://www.classcentral.com/)
16:22:36	12656/12656	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
16:22:36	5360/5360	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:22:36	7748/7748	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
16:22:36	6348/6348	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
16:22:37	6840/6840	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
16:22:37	4672/4672	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-vietnamese.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
16:22:37	12352/12352	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
16:22:37	13324/13324	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
16:22:37	5268/5268	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:22:38	7584/7584	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
16:22:38	6320/6320	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
16:22:38	6644/6644	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
16:22:38	4568/4568	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
16:22:39	12160/12160	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
16:22:39	13108/13108	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
16:22:39	5224/5224	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:22:39	7484/7484	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic.woff2	C:/My%20Web%20Sites3/Copy/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
